score_id,score,created_at,updated_at,diff_id,lang_id,user_id,accuracy,typing_count
355,3696,2025-04-18 09:44:21.851087+00,2025-04-18 09:44:21.851102+00,2,2,604a9905-049d-4602-9495-86fa730795bf,0.95,389
356,3593,2025-04-18 09:53:14.684686+00,2025-04-18 09:53:14.684699+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.87,413
357,3678,2025-04-18 09:58:05.482424+00,2025-04-18 09:58:05.482434+00,2,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.88,418
358,3027,2025-04-18 10:00:35.208901+00,2025-04-18 10:00:35.208911+00,2,2,575e0431-1085-4d49-9191-86fd4695b554,0.92,329
359,6965,2025-04-18 10:00:49.469032+00,2025-04-18 10:00:49.469044+00,2,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,741
360,3822,2025-04-18 10:01:16.557514+00,2025-04-18 10:01:16.557529+00,2,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.93,411
361,5762,2025-04-18 10:08:13.750325+00,2025-04-18 10:08:13.750335+00,2,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.98,588
362,5790,2025-04-18 10:10:35.962236+00,2025-04-18 10:10:35.962249+00,2,2,9f27d136-09de-407f-b405-7120b2d55daa,0.94,616
363,5449,2025-04-18 11:01:39.044628+00,2025-04-18 11:01:39.044638+00,2,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.98,556
364,3734,2025-04-18 11:02:30.235077+00,2025-04-18 11:02:30.23509+00,2,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.96,389
365,5414,2025-04-18 11:08:14.578948+00,2025-04-18 11:08:14.57896+00,2,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.94,576
366,6056,2025-04-21 00:13:24.670603+00,2025-04-21 00:13:24.67062+00,2,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.98,618
367,5839,2025-04-21 00:21:34.21608+00,2025-04-21 00:21:34.216093+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.97,602
368,6289,2025-04-21 00:21:51.438318+00,2025-04-21 00:21:51.438328+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.95,662
369,3366,2025-04-21 00:22:07.533379+00,2025-04-21 00:22:07.533388+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.9,374
370,4051,2025-04-21 00:24:16.11919+00,2025-04-21 00:24:16.119201+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.94,431
371,4446,2025-04-21 00:43:37.339692+00,2025-04-21 00:43:37.339702+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.95,468
372,4929,2025-04-21 01:13:24.477303+00,2025-04-21 01:13:24.477315+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.93,530
373,5227,2025-04-21 01:17:37.095927+00,2025-04-21 01:17:37.095952+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.93,562
374,5406,2025-04-21 01:21:04.089746+00,2025-04-21 01:21:04.089756+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.95,569
375,4904,2025-04-21 01:24:10.634105+00,2025-04-21 01:24:10.634119+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.92,533
376,5728,2025-04-21 01:29:30.73693+00,2025-04-21 01:29:30.736942+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.95,603
377,5468,2025-04-21 01:40:59.462937+00,2025-04-21 01:40:59.462954+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.93,588
378,3597,2025-04-21 03:43:57.471808+00,2025-04-21 03:43:57.47182+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,391
379,3757,2025-04-21 03:52:32.50846+00,2025-04-21 03:52:32.508474+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.93,404
380,3910,2025-04-21 03:56:16.476555+00,2025-04-21 03:56:16.476565+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.94,416
381,3846,2025-04-21 03:59:43.960564+00,2025-04-21 03:59:43.960582+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,418
382,3567,2025-04-21 04:02:56.360746+00,2025-04-21 04:02:56.36076+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,392
383,5520,2025-04-21 04:08:55.334638+00,2025-04-21 04:08:55.334651+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.92,600
384,5676,2025-04-21 04:13:22.365106+00,2025-04-21 04:13:22.365123+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.92,617
385,5870,2025-04-21 04:16:47.150584+00,2025-04-21 04:16:47.1506+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.91,645
386,3467,2025-04-21 05:07:11.633213+00,2025-04-21 05:07:11.633225+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,381
387,3429,2025-04-21 05:11:34.617232+00,2025-04-21 05:11:34.617244+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.9,381
388,3868,2025-04-21 05:36:36.782107+00,2025-04-21 05:36:36.782121+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,425
389,4914,2025-04-21 06:01:39.285089+00,2025-04-21 06:01:39.285097+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.91,540
390,6042,2025-04-21 06:46:55.290256+00,2025-04-21 06:46:55.290268+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.95,636
391,5960,2025-04-21 06:52:58.422741+00,2025-04-21 06:52:58.422753+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.94,634
392,5931,2025-04-21 06:56:04.745388+00,2025-04-21 06:56:04.7454+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.94,631
393,7139,2025-04-21 07:06:22.985392+00,2025-04-21 07:06:22.985405+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.97,736
394,4371,2025-04-21 07:22:19.833767+00,2025-04-21 07:22:19.833779+00,2,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.93,470
395,6017,2025-04-21 07:57:49.744461+00,2025-04-21 07:57:49.744476+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.92,654
396,5688,2025-04-21 08:12:06.876979+00,2025-04-21 08:12:06.876994+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.91,625
397,0,2025-04-21 08:18:46.079176+00,2025-04-21 08:18:46.079189+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0,0
398,5667,2025-04-21 08:46:19.768484+00,2025-04-21 08:46:19.768495+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.92,616
399,160,2025-04-21 08:50:57.776069+00,2025-04-21 08:50:57.77608+00,3,2,6bdcd97d-6502-462a-84f1-b5d3afefa313,1,16
400,3891,2025-04-21 08:58:39.552684+00,2025-04-21 08:58:39.552695+00,3,2,6bdcd97d-6502-462a-84f1-b5d3afefa313,0.98,397
401,3841,2025-04-21 09:02:04.399624+00,2025-04-21 09:02:04.399634+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.97,396
402,3345,2025-04-21 09:31:46.634662+00,2025-04-21 09:31:46.634671+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.83,403
403,2390,2025-04-21 09:32:03.770608+00,2025-04-21 09:32:03.770623+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.83,288
404,5270,2025-04-21 11:21:00.480091+00,2025-04-21 11:21:00.480102+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.96,549
405,3762,2025-04-22 00:12:17.00495+00,2025-04-22 00:12:17.004962+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.95,396
406,5931,2025-04-22 00:15:11.074646+00,2025-04-22 00:15:11.074656+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.94,631
407,6098,2025-04-22 00:18:49.083106+00,2025-04-22 00:18:49.083115+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.99,616
408,4142,2025-04-22 00:19:16.276058+00,2025-04-22 00:19:16.276082+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.97,427
409,3876,2025-04-22 00:22:06.274407+00,2025-04-22 00:22:06.274422+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.95,408
410,5358,2025-04-22 00:23:54.774288+00,2025-04-22 00:23:54.774299+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.89,602
411,4569,2025-04-22 00:48:21.564823+00,2025-04-22 00:48:21.564834+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.97,471
412,4004,2025-04-22 00:51:38.503765+00,2025-04-22 00:51:38.503778+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.94,426
413,3800,2025-04-22 00:55:03.345292+00,2025-04-22 00:55:03.345305+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,413
414,3800,2025-04-22 00:58:13.219921+00,2025-04-22 00:58:13.21993+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,413
415,7088,2025-04-22 02:23:35.341728+00,2025-04-22 02:23:35.341742+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.94,754
416,3698,2025-04-22 02:47:09.578056+00,2025-04-22 02:47:09.578067+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.92,402
417,3897,2025-04-22 02:50:35.819952+00,2025-04-22 02:50:35.819961+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,433
418,3933,2025-04-22 02:53:50.981754+00,2025-04-22 02:53:50.981765+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,437
419,3863,2025-04-22 02:57:16.168521+00,2025-04-22 02:57:16.168535+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.89,434
420,6176,2025-04-22 04:24:56.587713+00,2025-04-22 04:24:56.587723+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.94,657
421,5491,2025-04-22 04:45:31.926014+00,2025-04-22 04:45:31.926027+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.88,624
422,4277,2025-04-22 05:03:40.727306+00,2025-04-22 05:03:40.727319+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,470
423,6173,2025-04-22 05:19:52.407569+00,2025-04-22 05:19:52.40758+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,643
424,6096,2025-04-22 05:42:45.13766+00,2025-04-22 05:42:45.137674+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.98,622
425,4459,2025-04-22 06:28:15.434578+00,2025-04-22 06:28:15.434589+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,490
426,4085,2025-04-22 06:33:01.278505+00,2025-04-22 06:33:01.27852+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.89,459
427,7419,2025-04-22 07:04:28.287505+00,2025-04-22 07:04:28.287517+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.98,757
428,4486,2025-04-22 07:06:38.274241+00,2025-04-22 07:06:38.274252+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,493
429,3887,2025-04-22 07:09:46.772422+00,2025-04-22 07:09:46.772436+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.86,452
430,4628,2025-04-22 08:18:59.213164+00,2025-04-22 08:18:59.213176+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.92,503
431,4210,2025-04-22 08:52:13.472285+00,2025-04-22 08:52:13.472297+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.97,434
432,3871,2025-04-22 09:26:44.54007+00,2025-04-22 09:26:44.540085+00,3,2,6bdcd97d-6502-462a-84f1-b5d3afefa313,0.99,391
433,3578,2025-04-22 09:26:56.051435+00,2025-04-22 09:26:56.051444+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.84,426
434,3881,2025-04-22 09:54:56.214759+00,2025-04-22 09:54:56.214769+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.88,441
435,3629,2025-04-22 10:51:01.096703+00,2025-04-22 10:51:01.096713+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.96,378
436,2520,2025-04-22 11:06:17.271449+00,2025-04-22 11:06:17.27146+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.86,293
437,5519,2025-04-22 11:10:21.864231+00,2025-04-22 11:10:21.864242+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.97,569
438,6488,2025-04-23 00:24:11.826119+00,2025-04-23 00:24:11.826138+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.95,683
439,4258,2025-04-23 02:29:25.404287+00,2025-04-23 02:29:25.404299+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.97,439
440,4368,2025-04-23 03:41:27.428006+00,2025-04-23 03:41:27.42802+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,480
441,4368,2025-04-23 05:05:16.627862+00,2025-04-23 05:05:16.627873+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.84,520
442,6192,2025-04-23 05:39:47.316259+00,2025-04-23 05:39:47.316271+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,645
443,4940,2025-04-23 05:42:52.464114+00,2025-04-23 05:42:52.464128+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.89,555
444,6048,2025-04-23 06:52:20.382702+00,2025-04-23 06:52:20.382715+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,630
445,5890,2025-04-23 07:05:12.920845+00,2025-04-23 07:05:12.92086+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.98,601
446,6218,2025-04-23 07:58:53.128726+00,2025-04-23 07:58:53.128737+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,641
447,5597,2025-04-23 08:43:44.780891+00,2025-04-23 08:43:44.780902+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.97,577
448,6316,2025-04-23 08:48:27.039491+00,2025-04-23 08:48:27.039501+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.99,638
449,4098,2025-04-23 08:50:47.042936+00,2025-04-23 08:50:47.042952+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.94,436
450,3873,2025-04-23 08:51:56.268034+00,2025-04-23 08:51:56.268044+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,421
451,6042,2025-04-23 08:54:17.440494+00,2025-04-23 08:54:17.440506+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.95,636
452,3919,2025-04-23 08:55:48.356528+00,2025-04-23 08:55:48.356537+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,426
453,4472,2025-04-23 09:03:10.795458+00,2025-04-23 09:03:10.795467+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.97,461
454,3608,2025-04-23 09:03:23.635554+00,2025-04-23 09:03:23.635568+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.97,372
455,7181,2025-04-23 09:07:58.985295+00,2025-04-23 09:07:58.985309+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.96,748
456,2349,2025-04-23 09:39:43.719794+00,2025-04-23 09:39:43.719805+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.83,283
457,3846,2025-04-23 09:50:02.42183+00,2025-04-23 09:50:02.421845+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.88,437
458,4790,2025-04-24 00:05:22.399927+00,2025-04-24 00:05:22.399945+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.96,499
459,6232,2025-04-24 00:18:55.08778+00,2025-04-24 00:18:55.087793+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.94,663
460,4456,2025-04-24 00:21:14.423186+00,2025-04-24 00:21:14.423196+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.94,474
461,6062,2025-04-24 03:31:04.714656+00,2025-04-24 03:31:04.714669+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.97,625
462,4359,2025-04-24 06:54:11.325833+00,2025-04-24 06:54:11.325844+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,479
463,6269,2025-04-24 07:00:54.041136+00,2025-04-24 07:00:54.04115+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,653
464,4329,2025-04-24 07:01:12.96514+00,2025-04-24 07:01:12.96515+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,481
465,3168,2025-04-24 07:04:30.339779+00,2025-04-24 07:04:30.33979+00,3,1,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.9,352
466,5990,2025-04-24 07:48:58.642462+00,2025-04-24 07:48:58.642477+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,624
467,3907,2025-04-24 07:57:58.209728+00,2025-04-24 07:57:58.209741+00,3,1,4bead440-ef99-437c-bb25-d2d290e6e753,0.88,444
468,3772,2025-04-24 08:20:34.119236+00,2025-04-24 08:20:34.119248+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,410
469,3835,2025-04-24 08:25:42.466922+00,2025-04-24 08:25:42.466935+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.94,408
470,3965,2025-04-24 08:29:08.211844+00,2025-04-24 08:29:08.211856+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.92,431
471,6891,2025-04-24 09:12:40.807042+00,2025-04-24 09:12:40.807056+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.93,741
472,4901,2025-04-24 09:26:22.911672+00,2025-04-24 09:26:22.911683+00,2,1,edad0f71-443d-4bfc-b366-c20a4a602029,0.93,527
473,5022,2025-04-24 09:31:13.29323+00,2025-04-24 09:31:13.293241+00,3,1,edad0f71-443d-4bfc-b366-c20a4a602029,0.93,540
474,3664,2025-04-24 09:43:55.868235+00,2025-04-24 09:43:55.868248+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.93,394
475,6702,2025-04-24 09:48:43.351783+00,2025-04-24 09:48:43.351847+00,2,2,edad0f71-443d-4bfc-b366-c20a4a602029,0.94,713
476,6417,2025-04-24 09:52:28.238259+00,2025-04-24 09:52:28.238273+00,3,2,edad0f71-443d-4bfc-b366-c20a4a602029,0.93,690
477,4820,2025-04-24 10:06:34.462999+00,2025-04-24 10:06:34.46301+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.87,554
478,3705,2025-04-24 10:07:35.293716+00,2025-04-24 10:07:35.293729+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.95,390
479,3696,2025-04-24 10:12:58.628488+00,2025-04-24 10:12:58.628499+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.96,385
480,3653,2025-04-24 10:16:58.753855+00,2025-04-24 10:16:58.753869+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.81,451
481,2903,2025-04-24 11:24:44.425067+00,2025-04-24 11:24:44.425078+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.91,319
482,3926,2025-04-25 00:24:30.570146+00,2025-04-25 00:24:30.570161+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.96,409
483,6683,2025-04-25 01:10:57.074881+00,2025-04-25 01:10:57.074891+00,3,2,9f27d136-09de-407f-b405-7120b2d55daa,0.97,689
484,5078,2025-04-25 01:12:05.281702+00,2025-04-25 01:12:05.281715+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.91,558
485,3631,2025-04-25 01:24:59.2402+00,2025-04-25 01:24:59.240211+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.89,408
486,3879,2025-04-25 01:34:29.344075+00,2025-04-25 01:34:29.344086+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.9,431
487,3995,2025-04-25 01:37:48.207633+00,2025-04-25 01:37:48.207644+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,439
488,6965,2025-04-25 04:17:14.281696+00,2025-04-25 04:17:14.281705+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,718
489,6615,2025-04-25 04:35:13.71705+00,2025-04-25 04:35:13.717077+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,682
490,5665,2025-04-25 05:04:44.804362+00,2025-04-25 05:04:44.804373+00,3,2,522f3d6d-e633-426b-bf51-b50dee27ec96,0.97,584
491,4320,2025-04-25 05:26:46.548525+00,2025-04-25 05:26:46.548535+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,480
492,4541,2025-04-25 05:29:55.264716+00,2025-04-25 05:29:55.264729+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,499
493,4686,2025-04-25 05:33:03.109377+00,2025-04-25 05:33:03.109386+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.91,515
494,4527,2025-04-25 05:36:32.733748+00,2025-04-25 05:36:32.733759+00,3,2,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.9,503
495,4901,2025-04-25 06:25:03.034377+00,2025-04-25 06:25:03.034388+00,3,1,c37ef629-95ba-4554-b131-de014b0956c4,0.93,527
496,1729,2025-04-25 06:28:57.718667+00,2025-04-25 06:28:57.718677+00,1,1,9f594f0c-d379-40f6-ba0a-4b5749625935,0.7,247
497,5245,2025-04-25 06:29:53.340461+00,2025-04-25 06:29:53.340471+00,3,1,c37ef629-95ba-4554-b131-de014b0956c4,0.94,558
498,9787,2025-04-25 06:33:39.118358+00,2025-04-25 06:33:39.118367+00,3,2,c37ef629-95ba-4554-b131-de014b0956c4,0.97,1009
499,9370,2025-04-25 06:40:56.854966+00,2025-04-25 06:40:56.85498+00,3,2,c37ef629-95ba-4554-b131-de014b0956c4,0.96,976
500,9768,2025-04-25 06:44:24.996415+00,2025-04-25 06:44:24.996426+00,3,2,c37ef629-95ba-4554-b131-de014b0956c4,0.97,1007
501,9034,2025-04-25 06:47:35.657172+00,2025-04-25 06:47:35.657186+00,3,2,c37ef629-95ba-4554-b131-de014b0956c4,0.96,941
502,6848,2025-04-25 07:01:21.323621+00,2025-04-25 07:01:21.323635+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.97,706
503,5988,2025-04-25 07:14:50.495099+00,2025-04-25 07:14:50.495112+00,3,2,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.98,611
504,4047,2025-04-25 07:17:26.192305+00,2025-04-25 07:17:26.192318+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.95,426
505,4042,2025-04-25 07:21:14.893269+00,2025-04-25 07:21:14.893284+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.94,430
506,4858,2025-04-25 08:10:49.877235+00,2025-04-25 08:10:49.877248+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.88,552
507,2516,2025-04-25 08:14:01.194023+00,2025-04-25 08:14:01.194034+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.74,340
508,4724,2025-04-25 08:15:23.580919+00,2025-04-25 08:15:23.580933+00,3,2,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.98,482
509,5342,2025-04-25 08:21:41.482821+00,2025-04-25 08:21:41.482835+00,3,2,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.88,607
510,4316,2025-04-25 08:22:43.121509+00,2025-04-25 08:22:43.121519+00,3,2,ed7db178-e6d4-4007-8bbe-cd6781641ae6,0.97,445
511,6480,2025-04-25 08:44:07.144829+00,2025-04-25 08:44:07.14484+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,675
512,6561,2025-04-25 08:49:49.566658+00,2025-04-25 08:49:49.566669+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.94,698
513,3485,2025-04-25 08:55:47.910525+00,2025-04-25 08:55:47.910538+00,3,1,683c0b43-1d2d-4e5a-b3ee-00de940a021c,0.82,425
514,3379,2025-04-25 09:29:10.668642+00,2025-04-25 09:29:10.668652+00,3,2,eb06d3ea-4a70-462c-9f56-d5e1979eb96f,0.96,352
515,2806,2025-04-25 09:51:21.68274+00,2025-04-25 09:51:21.682749+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.92,305
516,1954,2025-04-25 09:54:21.977686+00,2025-04-25 09:54:21.9777+00,3,2,6bdcd97d-6502-462a-84f1-b5d3afefa313,0.66,296
517,6019,2025-04-25 09:54:29.985261+00,2025-04-25 09:54:29.985273+00,3,2,5f19c80d-8883-42f3-9257-f9f899f703d9,0.88,684
518,4092,2025-04-25 11:21:16.411355+00,2025-04-25 11:21:16.411366+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.88,465
519,2767,2025-04-28 00:46:58.856656+00,2025-04-28 00:46:58.856676+00,3,2,575e0431-1085-4d49-9191-86fd4695b554,0.87,318
520,6366,2025-04-28 01:17:36.986744+00,2025-04-28 01:17:36.986759+00,3,2,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.99,643
521,3590,2025-04-28 01:21:37.635687+00,2025-04-28 01:21:37.635698+00,3,1,ff7cd6c3-bd30-42e3-987e-3fafeaea72e9,0.96,374
522,2701,2025-04-28 01:51:43.161838+00,2025-04-28 01:51:43.161851+00,3,1,29a91abd-7963-46c8-96ff-3a074cf2d6f5,0.73,370
523,2418,2025-04-28 02:07:13.510461+00,2025-04-28 02:07:13.510477+00,3,1,604a9905-049d-4602-9495-86fa730795bf,0.93,260
524,2952,2025-04-28 02:08:58.715223+00,2025-04-28 02:08:58.715235+00,3,1,99f7fcb9-8b5e-4cdd-a371-35d9c2a8a200,0.9,328
525,3776,2025-04-28 02:09:12.412579+00,2025-04-28 02:09:12.412591+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.91,415
526,4266,2025-04-28 02:11:06.628615+00,2025-04-28 02:11:06.628627+00,3,2,604a9905-049d-4602-9495-86fa730795bf,0.95,449
527,3394,2025-04-28 02:14:03.800989+00,2025-04-28 02:14:03.801002+00,3,1,78d9548f-bbcf-4129-a8a7-e0a841a295b3,0.93,365
528,3613,2025-04-28 02:14:45.271782+00,2025-04-28 02:14:45.271798+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.89,406
529,3934,2025-04-28 02:51:05.599435+00,2025-04-28 02:51:05.599449+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.93,423
530,3873,2025-04-28 02:55:00.944613+00,2025-04-28 02:55:00.944625+00,3,2,7b341d92-c6ef-4d5d-bf17-6551f9842b9f,0.94,412
531,3939,2025-04-28 03:32:48.679356+00,2025-04-28 03:32:48.679367+00,3,2,327e4006-267d-40b0-88bb-2c4e84cefcad,0.86,458
